rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/spider_man_homecoming,John Serba,FALSE,MLive.com,Fresh,3.5/4,7/11/2017,"A smart, fresh film, savvy enough to make a John Hughes reference a throwaway gag and not a mission statement."
m/spider_man_homecoming,David Fontana,FALSE,Film Inquiry,Fresh,,7/11/2017,Spider-Man: Homecoming is neither a full disappointment nor a complete triumph.
m/spider_man_homecoming,David 'Mad Dog' Bradley,FALSE,Adelaide Review,Fresh,,7/12/2017,"Holland is one of the key elements here that makes this Jon-Watts-directed Marvel epic work so well, as his Spidey/Peter Parker is a nerdy high school student (just like in the original comics) who's full of goofy enthusiasm about his Spidery powers."
m/spider_man_homecoming,Nguyen Le,FALSE,Film Threat,Fresh,10-Sep,7/12/2017,"Just like Cop Car, amid the key moments of Homecoming is an insightful coming-of-age throughline."
m/spider_man_homecoming,Sebastian Zavala Kahn,FALSE,Cinencuentro,Fresh,4-Mar,7/12/2017,"There's too much to explore with this version of the character in sequels and spin-offs and so on. If they maintain this level of quality and simplicity (or raise it), there should be no problem. [Full review in Spanish]"
m/spider_man_homecoming,Jonathan Dean,FALSE,GQ Magazine [UK],Rotten,,7/12/2017,"Here we are again, watching the same thin plot told with great surface power, but little attention given to the great responsibility of keeping an audience surprised."
m/spider_man_homecoming,Alex Doenau,FALSE,Trespass,Fresh,,7/12/2017,"It is a film that shows that cohesion of universe, a clear vision for a character, and a whole lot of money can make something of lasting value, and not just an eyesore that fizzles out after a single weekend."
m/spider_man_homecoming,Cameron Williams,FALSE,Junkee,Fresh,,7/12/2017,"Puts Peter Parker the teenager first, and piles superhero woes on top of him, but it never loses its sense of mirth"
m/spider_man_homecoming,Craig Mathieson,FALSE,The Sunday Age,Fresh,3.5/5,7/12/2017,"Headlined by a winning performance from Tom Holland as a teenager enduring a truly demanding puberty, Spider-Man: Homecoming downscales the superhero movie."
m/spider_man_homecoming,Marco Cubillo,FALSE,Konexión,Fresh,7.5/10,7/12/2017,"A film with a constant but not absurd humor, is perhaps the funniest from Spiderman, and perhaps the most entertaining of Marvel. [Full review in Spanish]"
m/spider_man_homecoming,Jim Lane,FALSE,Sacramento News & Review,Fresh,5-Mar,7/13/2017,Marvel's latest reboot of this troubled franchise offers some new-toy fun for fans dead-set on a good time.
m/spider_man_homecoming,George M. Thomas,FALSE,Akron Beacon Journal,Fresh,3.5/4,7/13/2017,"Spider-Man: Homecoming is fresh, a bit funky and a worthy entry to the comic-book genre that builds anticipation to see where the series and character go next."
m/spider_man_homecoming,Rich Heldenfels,FALSE,Akron Beacon Journal,Fresh,,7/13/2017,This is a pleasant diversion and an antidote to the glummer Spideys we saw from Tobey Maguire and Andrew Garfield; there's also good business from Downey and from Jon Favreau.
m/spider_man_homecoming,Alison Willmore,TRUE,BuzzFeed News,Fresh,,7/13/2017,A film that smuggles in a delightfully dorky high school saga under the banner of a too familiar superhero one.
m/spider_man_homecoming,Tufayel Ahmed,TRUE,Newsweek,Fresh,,7/13/2017,This is the Spidey movie we've been waiting for. It's also the best Spider-Man movie of the bunch.
m/spider_man_homecoming,Edward Johnson-Ott,FALSE,NUVO Newsweekly,Fresh,,7/13/2017,"Spiderman: Homecoming sags in the middle, but delivers where it counts."
m/spider_man_homecoming,Max Weiss,FALSE,Baltimore Magazine,Fresh,4-Mar,7/13/2017,"So yeah, I liked Spider-Man: Homecoming. I laughed during the funny parts, felt moved during the moving parts, and got excited during the exciting parts. And that Tom Holland -- he seems like a good kid."
m/spider_man_homecoming,Stephen Rebello,FALSE,Playboy Online,Fresh,4-Mar,7/13/2017,"This one's sweet, entertaining, consistently funny, humane, optimistic and eager to please."
m/spider_man_homecoming,Allyson Johnson,FALSE,Cambridge Day,Fresh,3.5/4,7/13/2017,"Peter is fallible and eager to a fault, with a lot to learn, but he is trying to be good, to save the day and to make the lives of others better. That's heroic."
m/spider_man_homecoming,Tara Thorne,FALSE,"The Coast (Halifax, Nova Scotia)",Fresh,,7/13/2017,"Marvel has stumbled in the past by going too dark; Homecoming is an effervescent, witty, fun ride with a casually diverse -- culturally and in body type -- cast of teens to support."
m/spider_man_homecoming,Dominic Corry,FALSE,New Zealand Herald,Fresh,5-Apr,7/13/2017,"A thoughtful, nimble argument for a more character-focused superhero movie, Spider-Man: Homecoming demonstrates what can be gained when the fate of the planet isn't at stake."
m/spider_man_homecoming,Robert Roten,FALSE,Laramie Movie Scope,Fresh,B,7/13/2017,"This film introduces us to a new, younger, more upbeat, lively Spider-Man and some good new characters, including a more complex, believable villain than one usually sees in these kinds of films."
m/spider_man_homecoming,Kaila Hale-Stern,FALSE,The Mary Sue,Fresh,3.5/5,7/13/2017,"Spider-Man: Homecoming can be light-hearted and enjoyable, but it probably won't knock your socks off."
m/spider_man_homecoming,AP Kryza,FALSE,Willamette Week,Fresh,4-Mar,7/13/2017,"In an age of glowering caped crusaders, Homecoming reminds us that we should be having fun watching men in tights smack into walls."
m/spider_man_homecoming,Gemma Pecorini Goodall,FALSE,The Daily Review/Crikey,Fresh,5-Apr,7/13/2017,Holland's performance is wonderfully accompanied by a cast of talented young actors and seasoned veterans who provide an intellectual parallel for the millennial mindset.
m/spider_man_homecoming,Ernesto Diezmartinez,FALSE,Cine Vértigo,Fresh,,7/13/2017,"The duration is frankly excessive and the final fight is the same old thing -confusing and without genuine cinematographic sense-, but these defects end up being lesser to the consistent good humor of the film. [Full review in Spanish]"
m/spider_man_homecoming,Hilary A White,FALSE,Sunday Independent (Ireland),Fresh,5-Apr,7/14/2017,These characters are Marvel's most tangibly human screen creations to date.
m/spider_man_homecoming,Stephen Romei,FALSE,The Australian,Fresh,3.5/5,7/14/2017,"This is a charming, funny, coming-of-age story about a 15-year-old, Peter Parker, who has more power than he can handle and at the same time is frustrated that he can't show it off."
m/spider_man_homecoming,Sara Michelle Fetters,FALSE,MovieFreak.com,Fresh,4-Mar,7/14/2017,Spider-Man: Homecoming is a sublime coming out party for the teenage wall-crawler.
m/spider_man_homecoming,Paul Farren,FALSE,Film Ireland Magazine,Fresh,,7/14/2017,Holland's wonderful performance keeps everything grounded.
m/spider_man_homecoming,Jason Di Rosso,FALSE,The Final Cut,Fresh,,7/14/2017,Spider-Man: Homecoming is a sensitive attempt at depicting the teenage anxieties of wanting prove oneself.
m/spider_man_homecoming,Joshua Rivera,FALSE,GQ,Fresh,,7/14/2017,"It's hard to say where Spider-Man will go after Homecoming, but this movie, right now, feels worth it."
m/spider_man_homecoming,Peter Sobczynski,FALSE,eFilmCritic.com,Fresh,5-Apr,7/14/2017,It has created a vision of Spider-Man entertaining enough to make one look forward to the inevitable followup.
m/spider_man_homecoming,Kanin Srimaneekulroj,FALSE,Bangkok Post,Fresh,,7/14/2017,Spider-Man: Homecoming manages to be a breath of fresh air in an increasingly dense universe.
m/spider_man_homecoming,Margot Harrison,FALSE,Seven Days,Fresh,5-Mar,7/14/2017,"While it won't convert any superhero haters, this version of the Spidey saga might just stick."
m/spider_man_homecoming,Victoria Alexander,FALSE,FilmsInReview.com,Fresh,,7/14/2017,SPIDER-MAN will soon be celebrating his 15th birthday. Marvel Studios decided that 15% of moviegoers age 12-17 is the demographic they are investing in.
m/spider_man_homecoming,E. Stephen Burnett,FALSE,Christianity Today,Fresh,,7/14/2017,"This film marks a happy return for Marvel's popular yet humble hero, and to Spider-Man's classic themes of power and responsibility."
m/spider_man_homecoming,Roxana Hadadi,FALSE,Chesapeake Family Magazine,Fresh,4.5/5,7/14/2017,"The youthful vibe of this character reset, with its sense of humor and its light touch, makes Spider-Man: Homecoming one of the most enjoyable Marvel movies in years."
m/spider_man_homecoming,Kim Newman,FALSE,Sight and Sound,Fresh,7,7/14/2017,Director Jon Watts has learned from his predecessors that the huge set-piece scenes only work with Spider-Man if there's a character point being made.
m/spider_man_homecoming,Bob Grimm,FALSE,Reno News and Review,Fresh,5-Apr,7/15/2017,Spider-Man is fun again.
m/spider_man_homecoming,Sarah Watt,FALSE,Stuff.co.nz,Rotten,2.5/5,7/15/2017,"Sadly, the promising start soon falls flat, and we're left with an unmemorable attempt to replace Tobey Maguire and Andrew Garfield, both of whose tales about the boy-superhero far surpass this one."
m/spider_man_homecoming,Rashid Irani,FALSE,Hindustan Times,Fresh,3.5/5,7/15/2017,"The web-slinger's latest big-screen outing is fresh, funny and fairly exciting."
m/spider_man_homecoming,Ben Skipper,FALSE,International Business Times,Fresh,5-Apr,7/15/2017,Homecoming is great fun and provides an excellent foundation for a series we hope continues for many more years to come.
m/spider_man_homecoming,James Kendrick,FALSE,Q Network Film Desk,Rotten,2.5/4,7/17/2017,"While it is frequently enjoyably, it is also an overly managed and manufactured product, designed and refined to fit neatly into the Marvel Universe without causing any ripples."
m/spider_man_homecoming,Richard Brody,TRUE,New Yorker,Rotten,,7/17/2017,"A strangely oblivious film, one that undercuts its story with exactly the sort of praise-hungriness that its hero learns to overcome."
m/spider_man_homecoming,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,3.5/4,7/21/2017,"Watts does his bit with a remarkable job of pacing, clarity, action, humor, etc. His action scenes are genuinely exciting and tense, and his character interactions are funny and warm."
m/spider_man_homecoming,David Nusair,FALSE,Reel Film Reviews,Fresh,2.5/4,7/21/2017,Spider-Man returns in yet another iteration of Stan Lee's most famous character...
m/spider_man_homecoming,J. Olson,FALSE,Cinemixtape,Rotten,2.5/5,7/24/2017,"A middling high school action-comedy with dull setpieces; a lesser ""Superbad"" with superhero cameos."
m/spider_man_homecoming,Nicolás Ruiz,FALSE,Código espagueti,Fresh,8.4/10,7/25/2017,"Spider-Man: Homecoming is a great individual superhero movie that, with confidence and charisma, integrates with the complex logic of the MCU. [Full review in Spanish"
m/spider_man_homecoming,Emmanuel Báez,FALSE,Cinéfiloz,Fresh,5-Apr,7/26/2017,One of the most fun and exciting films of Spiderman that remains in the first place for me because of that classic air of Richard Donner that no longer exists in the current superhero cinema. [Full review in Spanish]
m/spider_man_homecoming,Mae Abdulbaki,FALSE,The Young Folks,Fresh,10-Aug,7/27/2017,"By releasing itself from this burden of rehashing old stories, Homecoming was able to benefit greatly."
m/spider_man_homecoming,Roe McDermott,FALSE,Hot Press,Rotten,,7/28/2017,Spidey Senses are set to snooze.
m/spider_man_homecoming,Mikel Zorrilla,FALSE,Espinof,Fresh,,7/29/2017,The best Spider-man movie so far. [Full review in Spanish]
m/spider_man_homecoming,Matthew Pejkovic,FALSE,Matt's Movie Reviews,Fresh,5-Apr,7/31/2017,Finds the right balance between growing pains teen drama and superhero spectacular.
m/spider_man_homecoming,Carlos Díaz Reyes,FALSE,Vanguardia (Mexico),Fresh,10-Aug,8/1/2017,"Cool, fun and different from other versions. [Full review in Spanish]"
m/spider_man_homecoming,Linda Cook,FALSE,"Quad City Times (Davenport, IA)",Fresh,4-Apr,8/1/2017,It's simply amazing.
m/spider_man_homecoming,Mario P. Székely,FALSE,Siete24.mx,Fresh,,8/3/2017,A successful Spider-man movie with a Tom Holland that bears the adventurous spirit of the Marvel heroe. [Full review in Spanish]
m/spider_man_homecoming,Matthew Rozsa,TRUE,Salon.com,Fresh,4-Mar,8/3/2017,"If ""Spider-Man: Homecoming"" is to be judged solely on its ability to unite a diverse audience behind a fun motion picture, it seems to have succeeded wildly."
m/spider_man_homecoming,Kay-B,FALSE,Black Girl Nerds,Fresh,4.5/5,8/3/2017,"Holland knocks it out of the park, striking a perfect balance between awkward, bright, and eager high schooler Peter Parker, and as newly minted, Spider-Man, still figuring out superhero-dom."
m/spider_man_homecoming,Janire Zurbano,FALSE,Cinemanía (Spain),Fresh,4.5/5,8/7/2017,The film claims that the true power of Peter Parker are his naive youth and sense of humor. [Full review in Spanish]
m/spider_man_homecoming,Fausto Ponce,FALSE,Proceso,Fresh,,8/10/2017,"The film has the perfect mix of fun, action and poignant moments that, without being too deep, are able to touch sensitive fibers and generate strong empathy with the characters. [Full review in Spanish]"
m/spider_man_homecoming,Jeffrey Overstreet,FALSE,Looking Closer,Fresh,B+,8/13/2017,Watts and Company give us a new Parker and a new Spider-Man entirely sufficient to the task of course-correcting and extending the webslinger's adventures on the big screen.
m/spider_man_homecoming,Bob Mondello,TRUE,NPR,Fresh,,8/17/2017,"What makes this homecoming fun is [Tom] Holland, who seems as excited about Spider-Man as his classmates even though he is Spider-Man."
m/spider_man_homecoming,Robert Denerstein,FALSE,Denerstein Unleashed,Fresh,,8/23/2017,"Given our justifiable fatigue with comic-book movies, Spider-Man: Homecoming fares better than we have any right to expect."
m/spider_man_homecoming,Wm. Steven Humphrey,FALSE,"The Stranger (Seattle, WA)",Fresh,,8/25/2017,"Instead of being crammed with typical action set pieces and clunky character development, Homecoming is actually a good-natured teen comedy . . ."
m/spider_man_homecoming,Tim Brayton,FALSE,Alternate Ending,Fresh,5-Mar,8/27/2017,"There definitely could be something here, if the film was a little bit looser, limber, and not so transparently micro-managed by two different multinational media companies."
m/spider_man_homecoming,Lili Loofbourow,FALSE,The Week,Fresh,,8/28/2017,Spider-Man: Homecoming suggests we might be ready to think about youth - which has acquired a reputation for angst and narcissism and basic uselessness - as the superpower it could be.
m/spider_man_homecoming,Wesley Lovell,FALSE,Cinema Sight,Fresh,4-Mar,8/31/2017,"Too much Tony Stark, not enough Spidey universe."
m/spider_man_homecoming,Lucero Calderón,FALSE,Excelsior,Fresh,,9/6/2017,"The audience immediately connects with that teenager who, although he has no bad intentions, sometimes has no idea when to stop. [Full review in Spanish]"
m/spider_man_homecoming,André Hereford,FALSE,"Metro Weekly (Washington, DC)",Fresh,5-Apr,9/11/2017,"One clever step back, and several adroit steps forward, Sony and Marvel's Spider-Man: Homecoming is a thrillingly alive origin story."
m/spider_man_homecoming,tt stern-enzi,FALSE,Cincinnati CityBeat,Fresh,B+,9/12/2017,Homecoming is a friendly reminder that even the most spectacular heroes have a lot of growing up to do.
m/spider_man_homecoming,Joanne Soh,FALSE,The New Paper (Singapore),Fresh,,9/19/2017,"What makes this version better than its predecessors is that director Jon Watts never forgets that Peter is still a kid, despite having great powers."
m/spider_man_homecoming,Melissa Leon,FALSE,The Daily Beast,Fresh,,9/25/2017,"Homecoming is as much about a superhero as it is about a good, smart kid who makes mistakes, and whose best efforts sometimes just aren't enough."
m/spider_man_homecoming,Matthew Bond,FALSE,The Mail on Sunday (UK),Fresh,5-Mar,10/6/2017,This is a decent Spider-Man film if never a great one.
m/spider_man_homecoming,Sarah Marrs,FALSE,Lainey Gossip,Fresh,,10/9/2017,"Like Wonder Woman, Homecoming leans into sincerity and the earnestness of its hero, and also like Wonder Woman, it's a better movie for it."
m/spider_man_homecoming,Rob Lowman,FALSE,Los Angeles Daily News,Rotten,,10/12/2017,"The action is plentiful, though not particularly memorable, and, sigh, a sequel has already been announced."
m/spider_man_homecoming,Jordan Ruimy,FALSE,World of Reel,Rotten,C+,10/16/2017,"The problem is that this being the third cinematic attempt at Spidey, it's been overdone and it doesn't help Raimi produced the very peak of it in 2004."
m/spider_man_homecoming,Renuka Vyavahare,FALSE,The Times of India,Fresh,5-Apr,10/19/2017,Spider-Man: Homecoming breathes new life into the MCU (Marvel Cinematic Universe) as well as the friendly neighbourhood superhero that was forever torn between love and responsibility.
m/spider_man_homecoming,Rachit Gupta,FALSE,Filmfare,Fresh,5-Apr,10/26/2017,"The great part about Spider-Man is that it manages to be a seamless part of the current Marvel universe and yet, etch out a wonderfully snazzy world for a new superhero."
m/spider_man_homecoming,Michael A. Smith,FALSE,MediaMikes,Fresh,5-May,10/29/2017,"A fine addition to the Marvel Movie Universe, ""Spider-man: Homecoming"" is one of the best in the series."
m/spider_man_homecoming,John Hanlon,FALSE,John Hanlon Reviews,Fresh,3.5/4,10/31/2017,"Exciting action sequences, a great sense of humor and a terrific turn by Tom Holland make this reboot stand out."
m/spider_man_homecoming,Danielle Solzman,FALSE,Solzy at the Movies,Fresh,,11/11/2017,Spider-Man: Homecoming is the best incarnation of Spider-Man on the big screen...
m/spider_man_homecoming,Blake Crane,FALSE,Film Pulse,Fresh,10-Jul,11/18/2017,"Though now part of a plot-driven epic universe overflowing with self-importance, Spidey's first solo adventure within it is lighthearted fun."
m/spider_man_homecoming,Ryan Pollard,FALSE,Starburst,Fresh,10-Sep,11/20/2017,"This movie's ultimate achievement is remembering what a great Spider-Man movie should always be in the end: fun, heartfelt, and exciting without ever losing sight of what makes the character so beloved and iconic."
m/spider_man_homecoming,Jason Best,FALSE,Movie Talk,Fresh,5-Apr,11/20/2017,Director Jon Watts is avowedly channelling the spirit of 1980s John Hughes teen movies... And it's this strand that sets the movie's enjoyably breezy tone and gives Holland's puppyish charm the chance to shine.
m/spider_man_homecoming,Robert Kojder,FALSE,Flickering Myth,Fresh,5-Apr,12/5/2017,"This isn't just a homecoming for high school, it's a homecoming for great Spider-Man movies. Spider-Man: Homecoming is another hit for the carefully crafted MCU, which is a force of nature in itself and showing no signs of fading away"
m/spider_man_homecoming,Sean Axmaker,FALSE,Stream on Demand,Fresh,,12/16/2017,"It's not groundbreaking or transcendent or particularly original, but it has great action and a lot of humor, delivering the appropriate spectacle while capturing the charge of youthful enthusiasm..."
m/spider_man_homecoming,Charlie Deitch,FALSE,Pittsburgh City Paper,Fresh,,12/18/2017,"Spider-Man Homecoming is not the best movie in Marvel's highly profitable cinematic universe, but it's the best Spider-Man film ever produced."
m/spider_man_homecoming,Eli Glasner,FALSE,CBC News,Fresh,4.5/5,12/18/2017,[Homecoming] is an inventive effort that makes the joke-cracking wall crawler relevant again.
m/spider_man_homecoming,Carl Kozlowski,FALSE,Pasadena Weekly,Fresh,A,12/28/2017,[John Watts and his team] have pulled off a Marvel of a movie that has as many laughs as thrills and accomplishes the unlikely task of making the endlessly rehashed Spider-Man feel fresh again.
m/spider_man_homecoming,Julia Alexander,FALSE,The Verge,Fresh,,12/29/2017,"Spider-Man: Homecoming reintroduced an excitement to a character who lost his pizazz a decade ago, and in doing so, reminded us why we loved watching Spider-Man on the big screen in the first place."
m/spider_man_homecoming,Steph Cozza,FALSE,Aggressive Comix,Fresh,4.5/5,1/18/2018,Tom Holland is the best Spider-Man I've ever seen.
m/spider_man_homecoming,Christopher Llewellyn Reed,FALSE,Film Festival Today,Fresh,4-Mar,1/25/2018,"The good news is that Spider Man: Homecoming is actually a lot of fun ... And at least this is not a pure origin story, yet again."
m/spider_man_homecoming,Andre Meadows,FALSE,Black Nerd Comedy,Fresh,,2/21/2018,Tom Holland IS Peter Parker.
m/spider_man_homecoming,Megan Basham,FALSE,WORLD,Fresh,,2/21/2018,The moral the film does champion is a good one.
m/spider_man_homecoming,Monique Jones,FALSE,Slashfilm,Fresh,,3/14/2018,The hype is real - Spider-Man: Homecoming is definitely the best Spider-Man movie made to date
m/spider_man_homecoming,Damian Levy,FALSE,Jamaica Gleaner,Fresh,,5/2/2018,"Spider-Man: Homecoming is the type of superhero film that has a message, is wildly entertaining, but also feels incredibly well-thought-out."
m/spider_man_homecoming,Jordan Calhoun,FALSE,Black Nerd Problems,Fresh,,7/22/2018,How good is Spider-Man: Homecoming? The short answer: the most fun superhero film you have seen in a long time.
m/spider_man_homecoming,Lisa Johnson Mandell,FALSE,AtHomeInHollywood.com,Rotten,,8/21/2018,"There's plenty of fan fodder for Avengers lovers, but for those of us less Marvelously inclined, it feels more like a rollicking kids' feature."
m/spider_man_homecoming,Rubén Rosario,FALSE,MiamiArtZine,Rotten,,8/22/2018,"If my mind wanders toward television, that's because ""Homecoming"" often feels like a 'roided-up pilot for a season's worth of tidy small-screen fare."
m/spider_man_homecoming,Alison Rowat,FALSE,The Herald (Scotland),Fresh,,8/23/2018,Holland is a hurricane of fresh air as the new Spider-Man.
m/spider_man_homecoming,Molly Templeton,FALSE,Eugene Weekly (OR),Fresh,,8/27/2018,"Homecoming can't get too deep into the darker side of heroic activity - it's Spider-Man's movie, after all, his coming-of-age, his acceptance of the hero he is right now and the place that needs him."
m/spider_man_homecoming,Abbie Bernstein,FALSE,Assignment X,Fresh,,8/28/2018,One of the most pleasing aspects of Spider-Man: Homecoming is that it feels proportionate. The scope of the plot is big enough to be entertaining and suitable for superheroes.
m/spider_man_homecoming,Akhil Arora,FALSE,Gadgets360,Fresh,,8/28/2018,"The film is about Spider-Man facing what it means to be a hero, and what that entails. But instead of saying it as a fancy dialogue, it shows how great power brings great responsibility."
m/spider_man_homecoming,Rendy Jones,FALSE,Rendy Reviews,Fresh,5-Apr,8/30/2018,"With a strong performance by Holland, ""Homecoming"" doesn't only incorporate Peter Parker to the MCU but provides a character driven story with humor & heart throughout."
m/spider_man_homecoming,Leona Laurie,FALSE,Geek Girl Authority,Fresh,,9/4/2018,Maybe the best movie in the MCU so far? This cast is so great. These teens look like teens. This mix of high schoolers rings true. Why did this take so long?
m/spider_man_homecoming,Jaby Koay,FALSE,GET Jaby,Fresh,,9/25/2018,I liked the movie quite a bit. It was longer than I would've liked...you really got to dive into [Peter Parker] and it genuinely felt like you were a part of his high school life.
m/spider_man_homecoming,Aaron Peterson,FALSE,The Hollywood Outsider,Fresh,6.5/10,10/10/2018,"Spider-Man: Homecoming reinvents the character for a new generation, while forgetting its roots."
m/spider_man_homecoming,Jared Mobarak,FALSE,BuffaloVibe,Fresh,10-Aug,10/12/2018,The MCU's most family-friendly installment.
m/spider_man_homecoming,Johnny Gayzmonic,FALSE,Fanboys of the Universe,Fresh,10-Jul,10/30/2018,"It might be the third reboot of the character in 15 years, but it also gives us the most appealing, fully-dimensional, and naturalistic Peter Parker yet."
m/spider_man_homecoming,Kirsten Acuna,FALSE,Insider,Fresh,A,10/30/2018,Tom Holland has been prepping for this role all his life and he absolutely nailed it in his first outing as the new webslinger.
m/spider_man_homecoming,Zaki Hasan,FALSE,Zaki's Corner,Fresh,B+,10/31/2018,"This feels like the one I've been waiting for even if I didn't know it. Welcome home, Spidey. Hope you'll stick around for awhile."
m/spider_man_homecoming,Jennifer Heaton,FALSE,Alternative Lens,Fresh,10-Aug,10/31/2018,"It gives the character the fun and carefree attitude he's needed for years, but in grounding him so much from the larger Avengers action it robs him of his sincerity."
m/spider_man_homecoming,Sean Mulvihill,FALSE,FanboyNation.com,Fresh,5-Apr,10/31/2018,"Welcome home, Spidey."
m/spider_man_homecoming,Micheal Compton,FALSE,Bowling Green Daily News,Fresh,A-,10/31/2018,Homecoming is one of the best Spider-Man films to date -- a delightful mix of the Marvel Universe and the world of John Hughes that has plenty of laughs and human elements mixed into the action.
m/spider_man_homecoming,Cameron Frew,FALSE,FrewFilm,Fresh,,11/1/2018,"This is without a doubt an amazing return for our legendary web-head, leaving great scope for an even greater future. Welcome home, Spidey."
m/spider_man_homecoming,Matt Oakes,FALSE,Silver Screen Riot,Fresh,,11/2/2018,Jon Watts' vision doesn't top Sam Raimi's nor does his breezy fun times take on the character offer much in the way of substance.
m/spider_man_homecoming,PJ Nabarro,FALSE,Patrick Nabarro,Fresh,5-Mar,11/3/2018,"Once the story is allowed to relax into itself by about the 30-minute mark, it's a funny and entertaining adventure with some good, but not overegged action sequences."
m/spider_man_homecoming,Patrick Bromley,FALSE,F This Movie!,Fresh,3.5/5,11/3/2018,"Lacking a bit of an emotional component present in some past Spider-Man movies, but makes up for it with sheer fun and entertainment value."
m/spider_man_homecoming,Bob Chipman,FALSE,Geek,Rotten,2.5/5,11/4/2018,"Yup. Marvel actually made Sony release a whole movie about the hero of their ""their"" superhero franchise begging Robert Downey Jr. to please, pretty-please, let him be in more of the Avengers movies."
m/spider_man_homecoming,Kt Schaefer,FALSE,Substream Magazine,Fresh,4.5/5,11/9/2018,"The choice to make such a different story was a bold one, and it made for an exciting and fun film that has plenty of callbacks to Spidey's villains and the MCU while also feeling new and intriguing."
m/spider_man_homecoming,Li Lai,FALSE,Mediaversity Reviews,Fresh,,11/16/2018,"Women and people of color exist at the margins of Homecoming, peeking in but never developing corporeal form."
m/spider_man_homecoming,Joel Mayward,FALSE,Cinemayward,Fresh,3.5/5,11/26/2018,This is a bildungsroman with web shooters.
m/spider_man_homecoming,Colby Bryant,FALSE,Colbybryant.com,Fresh,10-Sep,12/8/2018,"We have never witnessed the ""friendly neighborhood Spider-Man"" like we see in the comics...until now ... (school and life problems make him) relatable."
m/spider_man_homecoming,James Clay,FALSE,Fresh Fiction,Fresh,B+,12/12/2018,"Not only is it a fun ride as a superhero romp, but the bubbly pace will also warrant multiple viewings. This is finally a fresh take on the classic hero. Welcome home, buddy."
m/spider_man_homecoming,Matt Ward,FALSE,Cinematic Considerations,Fresh,,12/19/2018,"Finally, the Spider-Man movie we've all been waiting for is here. And it delivers."
m/spider_man_homecoming,Ciaran Kerr,FALSE,Film Bunker,Fresh,,1/15/2019,What might have been an average movie with the wrong lead turns out to be an excellent vehicle for Holland's budding talent and Keaton's experienced charm.
m/spider_man_homecoming,Nathalia Aryani,FALSE,San Diego Entertainer,Fresh,,1/19/2019,"Fresh, fun and fantastic."
m/spider_man_homecoming,Kyle Pinion,FALSE,The Beat,Fresh,,1/26/2019,[Holland} is just as funny and wise-cracking as you'd hope he'd be...he has a sort of earnestness ala Marty McFly that someone like Andrew Garfield could never quite capture.
m/spider_man_homecoming,Rahul Desai,FALSE,Film Companion,Rotten,5-Feb,1/30/2019,Everything is derived. Spider-Man: Homecoming is a typical product of this annoyingly collaborative philosophy.
m/spider_man_homecoming,Doug Jamieson,FALSE,The Jam Report,Fresh,5-Apr,1/30/2019,"Spider-Man: Homecoming rightly pulls back on the grandeur and delivers a fresh, sharp, and down-right wonderful piece of popcorn cinema."
m/spider_man_homecoming,Amanda Greever,FALSE,The Daily Times (Tennessee),Fresh,,2/2/2019,Holland is the perfect Peter Parker.
m/spider_man_homecoming,David Hogan,FALSE,hoganreviews.co.uk,Fresh,5-May,2/3/2019,"You root for Spider-Man / Peter Parker throughout the film, and you also get a great villain to boot, which is normally the MCU's biggest problem. I can't recommend it enough!"
m/spider_man_homecoming,Allen Adams,FALSE,The Maine Edge,Fresh,5-May,2/12/2019,Spider-Man: Homecoming is smart and sincere and dorky and fun in all the right ways.
m/spider_man_homecoming,Rohan Patel,FALSE,ComicBookMovie.com,Fresh,10-Aug,2/26/2019,"Spider-Man: Homecoming is a winner through and through. It may not be the greatest Spider-Man film of all-time, but it just might be the best first solo outing in the MCU."
m/spider_man_homecoming,Tom Bond,FALSE,One Room With A View,Fresh,5-Apr,3/1/2019,"Homecoming is so close to delivering a home run and one of the best superhero films in years, and it's a very hard film to quibble with."
m/spider_man_homecoming,Cate Young,FALSE,BattyMamzelle,Fresh,5-May,3/10/2019,"[I]ts pervasive bubbly effervescence sets it apart from other depictions of the character (... ). Marvel's Peter Parker is young, bright and eager to participate."
m/spider_man_homecoming,Rachel Wagner,FALSE,Rachel's Reviews (YouTube),Fresh,B,3/12/2019,The script is really well done and if I was a teenager I would love this movie to pieces.
m/spider_man_homecoming,Sameen Amer,FALSE,The Express Tribune (Pakistan),Fresh,3.5/5,3/22/2019,"Spider-Man: Homecoming plays like a coming of age tale in an action-packed superhero setting, and gives us what is perhaps the best portrayal of its titular character."
m/spider_man_homecoming,Dan Murrell,FALSE,Screen Junkies,Fresh,,4/24/2019,"A good time, but not at the expense of your intelligence."
m/spider_man_homecoming,Tessa Smith,FALSE,Mama's Geeky,Fresh,5-May,5/17/2019,Easily the best Spider-Man movie - ever.
m/spider_man_homecoming,Andrew Kendall,FALSE,Stabroek News,Fresh,,5/21/2019,"Somewhere inside Homecoming, there is a better movie. A tighter, more effective one. The film we do have is fine, though, occasonally sluggish with an excellent performance from Tom Holland."
m/spider_man_homecoming,Kaitlyn Booth,FALSE,Bleeding Cool,Fresh,10-Sep,5/21/2019,"The laughs are genuine, but when it comes time for the inventive fight scenes to take place, the movie shines."
